"97.10 Code GBA-deelnemer","97.11 Omschrijving","97.12 Aanduiding aangesloten op het GBA-netwerk","99.98 Datum ingang","99.99 Datum einde"
"065301","Gemeente Gaasterlân-Sleat","1","19940930","20140101",""
"065401","Gemeente Borsele/Burgerzakentaken","1","20180725","",""
"065601","Gemeente Brouwershaven","1","19940101","19970101",""
"065701","Gemeente Bruinisse","1","19930301","19970101",""
"066001","Gemeente Domburg","1","19940401","19970101",""
"066201","Gemeente Duiveland","1","19930715","19970101",""
"066401","Gemeente Goes/Burgerzakentaken","1","20180701","",""
"066801","Gemeente West Maas en Waal/Burgerzakentaken","1","20180701","",""
"067501","Gemeente Hontenisse","1","19940901","20030101",""
"067701","Gemeente Hulst/Burgerzakentaken","1","20180701","",""
"067801","Gemeente Kapelle/Burgerzakentaken","1","20180725","",""
"068201","Gemeente Kortgene","1","19940930","19950101",""
"068301","Gemeente Wymbritseradiel","1","19940401","20110101",""
"068601","Gemeente Mariekerke","1","19931215","19970101",""
"068701","Gemeente Middelburg/Burgerzakentaken","1","20180701","",""
"068801","Gemeente Middenschouwen","1","19940201","19970101",""
"068901","Gemeente Giessenlanden/Burgerzakentaken","1","20180701","20190101",""
"069201","Gemeente Oostburg","1","19940901","20030101",""
"069301","Gemeente Graafstroom","1","19930801","20130101",""
"069401","Gemeente Liesveld","1","19930915","20130101",""
"070301","Gemeente Reimerswaal/Burgerzakentaken","1","20180725","",""
"070401","Gemeente Sas van Gent","1","19940515","20030101",""
"070701","Gemeente Zederik/Burgerzakentaken","1","20180701","20190101",""
"071001","Gemeente Wûnseradiel","1","19940401","20110101",""
"071201","Gemeente Sint Philipsland","1","19940915","19950101",""
"071301","Gemeente Sluis (oud)","1","19940815","19950101",""
"071501","Gemeente Terneuzen/Burgerzakentaken","1","20180701","",""
"071601","Gemeente Tholen/Burgerzakentaken","1","20180725","",""
"071701","Gemeente Veere/Burgerzakentaken","1","20180725","",""
"071801","Gemeente Vlissingen/Burgerzakentaken","1","20180701","",""
"072001","Gemeente Valkenisse","1","19931101","19970101",""
"072501","Gemeente Westerschouwen","1","19940301","19970101",""
"072601","Gemeente Westkapelle","1","19940930","19970101",""
"072701","Gemeente Wissenkerke","1","19940901","19950101",""
"073201","Gemeente Zierikzee","1","19930501","19970101",""
"073301","Gemeente Lingewaal/Burgerzakentaken","1","20180725","20190101",""
"073601","Gemeente De Ronde Venen/Burgerzakentaken","1","20180725","",""
"073701","Gemeente Tytsjerksteradiel/Burgerzakentaken","1","20180701","",""
"073801","Gemeente Aalburg/Burgerzakentaken","1","20180725","20190101",""
"073901","Gemeente Aarle-Rixtel","1","19930901","19970101",""
"074101","Gemeente Alphen en Riel","1","19930915","19970101",""
"074301","Gemeente Asten/Burgerzakentaken","1","20180725","",""
"074401","Gemeente Baarle-Nassau/Burgerzakentaken","1","20180701","",""
"074501","Gemeente Bakel en Milheeze","1","19920501","19970101",""
"074601","Gemeente Beek en Donk","1","19930701","19970101",""
"074801","Gemeente Bergen op Zoom/Burgerzakentaken","1","20180701","",""
"074802","Gemeente Bergen op Zoom/Burgerzakentaken (2)","0","20180701","",""
"074901","Gemeente Bergeyk","1","19940715","19990101",""
"075101","Gemeente Berkel-Enschot","1","19930415","19970101",""
"075201","Gemeente Berlicum","1","19930101","19960101",""
"075301","Gemeente Best/Burgerzakentaken","1","20180725","",""
"075401","Gemeente Bladel en Netersel","1","19930615","19970101",""
"075501","Gemeente Boekel/Burgerzakentaken","1","20180725","",""
"075601","Gemeente Boxmeer/Burgerzakentaken","1","20180701","",""
"075701","Gemeente Boxtel/Burgerzakentaken","1","20180701","",""
"075801","Gemeente Breda/Burgerzakentaken","1","20180725","",""
"075901","Gemeente Budel","1","19931215","19980128",""
"076001","Gemeente Chaam","1","19930901","19970101",""
"076201","Gemeente Deurne/Burgerzakentaken","1","20180725","",""
"076301","Gemeente Diessen","1","19930715","19970101",""
"076401","Gemeente Dinteloord en Prinsenland","1","19940515","19970101",""
"076501","Gemeente Pekela/Burgerzakentaken","1","20180701","",""
"076601","Gemeente Dongen/Burgerzakentaken","1","20180701","",""
"076603","Gemeente Dongen via MijnOverheid/Verhuisvoorziening","0","20171101","",""
"076701","Gemeente Drunen","1","19940501","19970101",""
"076801","Gemeente Den Dungen","1","19930915","19960101",""
"076901","Gemeente Dussen","1","19940901","19970101",""
"077001","Gemeente Eersel/Burgerzakentaken","1","20180725","",""
"077201","Gemeente Eindhoven/Burgerzakentaken","1","20180701","",""
"077601","Gemeente Esch","1","19940915","19960101",""
"077701","Gemeente Etten-Leur/Burgerzakentaken","1","20180701","",""
"077801","Gemeente Fijnaart en Heijningen","1","19940215","19970101",""
"077901","Gemeente Geertruidenberg/Burgerzakentaken","1","20180701","",""
"078101","Gemeente Geldrop","1","19941001","20040101",""
"078201","Gemeente Gemert","1","19930515","19970101",""
"078401","Gemeente Gilze en Rijen/Burgerzakentaken","1","20180701","",""
"078501","Gemeente Goirle/Burgerzakentaken","1","20180701","",""
"078601","Gemeente Grave/Burgerzakentaken","1","20180701","",""
"078701","Gemeente 's Gravenmoer","1","19921215","19970101",""
"078801","Gemeente Haaren/Burgerzakentaken","1","20180701","",""
"078901","Gemeente Halsteren","1","19930401","19970101",""
"079101","Gemeente Heesch","1","19930501","19950128",""
"079301","Gemeente Heeze","1","19940515","19970101",""
"079401","Gemeente Helmond/Burgerzakentaken","1","20180725","",""
"079501","Gemeente Helvoirt","1","19931101","19960101",""
"079601","Gemeente 's-Hertogenbosch/Burgerzakentaken","1","20180701","",""
"079603","Gemeente 's-Hertogenbosch via MijnOverheid/Verhuisvoorziening","0","20170601","",""
"079701","Gemeente Heusden/Burgerzakentaken","1","20180725","",""
"079801","Gemeente Hilvarenbeek/Burgerzakentaken","1","20180701","",""
"079901","Gemeente Hoeven","1","19930401","19970101",""
"080001","Gemeente Hoogeloon, Hapert en Casteren","1","19930601","19970101",""
"080101","Gemeente Hooge en Lage Mierde","1","19930215","19970101",""
"080201","Gemeente Hooge en Lage Zwaluwe","1","19931201","19970101",""
"080301","Gemeente Huijbergen","1","19940501","19970101",""
"080401","Gemeente Klundert","1","19930915","19970101",""
"080501","Gemeente Leende","1","19940701","19970101",""
"080601","Gemeente Liempde","1","19940930","19960101",""
"080701","Gemeente Lieshout","1","19930815","19970101",""
"080801","Gemeente Lith","1","19931015","20110101",""
"080901","Gemeente Loon op Zand/Burgerzakentaken","1","20180701","",""
"081001","Gemeente Luyksgestel","1","19930601","19970101",""
"081101","Gemeente Maarheeze","1","19940930","19970101",""
"081201","Gemeente Made en Drimmelen","1","19930501","19970101",""
"081301","Gemeente Megen, Haren en Macharen","1","19930301","19940101",""
"081401","Gemeente Mierlo","1","19930601","20040101",""
"081501","Gemeente Mill en Sint Hubert/Burgerzakentaken","1","20180701","",""
"081601","Gemeente Moergestel","1","19940915","19970101",""
"081701","Gemeente Nieuw-Ginneken","1","19930301","19970101",""
"081801","Gemeente Nieuw-Vossemeer","1","19940515","19970101",""
"082001","Gemeente Nuenen, Gerwen en Nederwetten/Burgerzakentaken","1","20180725","",""
"082301","Gemeente Oirschot/Burgerzakentaken","1","20180725","",""
"082401","Gemeente Oisterwijk/Burgerzakentaken","1","20180701","",""
"082501","Gemeente Oost-, West- en Middelbeers","1","19940401","19970101",""
"082601","Gemeente Oosterhout/Burgerzakentaken","1","20180701","",""
"082801","Gemeente Oss/Burgerzakentaken","1","20180701","",""
"082802","Gemeente Oss/Burgerzakentaken (2)","0","20180701","",""
"082901","Gemeente Ossendrecht","1","19940715","19970101",""
"083001","Gemeente Oudenbosch","1","19930115","19970101",""
"083101","Gemeente Oud en Nieuw Gastel","1","19940815","19970101",""
"083201","Gemeente Prinsenbeek","1","19930815","19970101",""
"083301","Gemeente Putte","1","19931015","19970101",""
"083401","Gemeente Raamsdonk","1","19940401","19970101",""
"083501","Gemeente Ravenstein","1","19940701","20030101",""
"083601","Gemeente Reusel","1","19930601","19970101",""
"083701","Gemeente Riethoven","1","19940930","19970101",""
"083801","Gemeente Roosendaal en Nispen","1","19941001","19970101",""
"083901","Gemeente Rosmalen","1","19931115","19960101",""
"084001","Gemeente Rucphen/Burgerzakentaken","1","20180701","",""
"084101","Gemeente Rijsbergen","1","19940215","19970101",""
"084401","Gemeente Schijndel","1","19940901","20170101",""
"084501","Gemeente Sint-Michielsgestel/Burgerzakentaken","1","20180701","",""
"084601","Gemeente Sint-Oedenrode","1","19930815","20170101",""
"084701","Gemeente Someren/Burgerzakentaken","1","20180725","",""
"084801","Gemeente Son en Breugel/Burgerzakentaken","1","20180725","",""
"084901","Gemeente Sprang-Capelle","1","19930515","19970101",""
"085001","Gemeente Standdaarbuiten","1","19940101","19970101",""
"085101","Gemeente Steenbergen/Burgerzakentaken","1","20180701","",""
"085102","Gemeente Steenbergen/Burgerzakentaken (2)","0","20180701","",""
"085201","Gemeente Waterland/Burgerzakentaken","1","20180701","",""
"085301","Gemeente Terheijden","1","19931201","19970101",""
"085401","Gemeente Teteringen","1","19940901","19970101",""
"085501","Gemeente Tilburg/Burgerzakentaken","1","20180701","",""
"085601","Gemeente Uden/Burgerzakentaken","1","20180701","",""
"085701","Gemeente Udenhout","1","19930501","19970101",""
"085801","Gemeente Valkenswaard/Burgerzakentaken","1","20180701","",""
"086001","Gemeente Veghel","1","19940930","20170101",""
"086101","Gemeente Veldhoven/Burgerzakentaken","1","20180701","",""
"086201","Gemeente Vessem, Wintelre en Knegsel","1","19920501","19970101",""
"086301","Gemeente Vierlingsbeek","1","19931001","19980101",""
"086401","Gemeente Vlijmen","1","19940601","19970101",""
"086501","Gemeente Vught/Burgerzakentaken","1","20180701","",""
"086601","Gemeente Waalre/Burgerzakentaken","1","20180701","",""
"086701","Gemeente Waalwijk/Burgerzakentaken","1","20180725","",""
"086901","Gemeente Waspik","1","19931115","19970101",""
"087001","Gemeente Werkendam/Burgerzakentaken","1","20180701","20190101",""
"087101","Gemeente Westerhoven","1","19930601","19970101",""
"087201","Gemeente Willemstad","1","19940715","19970101",""
"087301","Gemeente Woensdrecht/Burgerzakentaken","1","20180701","",""
"087401","Gemeente Woudrichem/Burgerzakentaken","1","20180725","20190101",""
"087501","Gemeente Wouw","1","19940515","19970101",""
"087801","Gemeente Zevenbergen","1","19940601","19980401",""
"087901","Gemeente Zundert/Burgerzakentaken","1","20180725","",""
"088001","Gemeente Wormerland/Burgerzakentaken","1","20180701","",""
"088101","Gemeente Onderbanken/Burgerzakentaken","1","20180701","20190101",""
"088201","Gemeente Landgraaf/Burgerzakentaken","1","20180701","",""
"088501","Gemeente Arcen en Velden","1","19931115","20100101",""
"088801","Gemeente Beek/Burgerzakentaken","1","20180725","",""
"088901","Gemeente Beesel/Burgerzakentaken","1","20180701","",""
"089001","Gemeente Belfeld","1","19940501","20010101",""
"089301","Gemeente Bergen (L)/Burgerzakentaken","1","20180701","",""
"089701","Gemeente Born","1","19940215","20010101",""
"089801","Gemeente Broekhuizen","1","19940515","20010101",""
"089901","Gemeente Brunssum/Burgerzakentaken","1","20180701","",""
"090201","Gemeente Echt","1","19940601","20030101",""
"090501","Gemeente Eijsden","1","19940601","20110101",""
"090601","Gemeente Geleen","1","19931015","20010101",""
"090701","Gemeente Gennep/Burgerzakentaken","1","20180701","",""
"091201","Gemeente Grubbenvorst","1","19940501","20010101",""
"091301","Gemeente Gulpen","1","19940301","19990101",""
"091401","Gemeente Haelen","1","19930915","20070101",""
"091701","Gemeente Heerlen/Burgerzakentaken","1","20180701","",""
"091801","Gemeente Helden","1","19920901","20100101",""
"092001","Gemeente Heythuysen","1","19930101","20070101",""
"092301","Gemeente Horst","1","19930915","20010101",""
"092501","Gemeente Hunsel","1","19940201","20070101",""
"092801","Gemeente Kerkrade/Burgerzakentaken","1","20180725","",""
"092901","Gemeente Kessel","1","19940601","20100101",""
"093301","Gemeente Maasbracht","1","19940901","20070101",""
"093401","Gemeente Maasbree","1","19940715","20100101",""
"093501","Gemeente Maastricht/Burgerzakentaken","1","20180701","",""
"093503","Gemeente Maastricht via MijnOverheid/Verhuisvoorziening","0","20170701","",""
"093601","Gemeente Margraten","1","19940701","20110101",""
"093801","Gemeente Meerssen/Burgerzakentaken","1","20180725","",""
"094101","Gemeente Meijel","1","19940601","20100101",""
"094401","Gemeente Mook en Middelaar/Burgerzakentaken","1","20180701","",""
"094601","Gemeente Nederweert/Burgerzakentaken","1","20180701","",""
"095101","Gemeente Nuth/Burgerzakentaken","1","20180725","20190101",""
"095701","Gemeente Roermond/Burgerzakentaken","1","20180701","",""
"095801","Gemeente Roggel","1","19920501","19930101",""
"096201","Gemeente Schinnen/Burgerzakentaken","1","20180701","20190101",""
"096401","Gemeente Sevenum","1","19940501","20100101",""
"096501","Gemeente Simpelveld/Burgerzakentaken","1","20180701","",""
"096801","Gemeente Sittard","1","19940915","20010101",""
"097101","Gemeente Stein/Burgerzakentaken","1","20180725","",""
"097301","Gemeente Stramproy","1","19930601","19980101",""
"097401","Gemeente Susteren","1","19940701","20030101",""
"097501","Gemeente Swalmen","1","19940415","20070101",""
"097601","Gemeente Tegelen","1","19930101","20010101",""
"097701","Gemeente Thorn","1","19930115","20070101",""
"098101","Gemeente Vaals/Burgerzakentaken","1","20180725","",""
"098301","Gemeente Venlo/Burgerzakentaken","1","20180725","",""
"098401","Gemeente Venray/Burgerzakentaken","1","20180725","",""
"098601","Gemeente Voerendaal/Burgerzakentaken","1","20180701","",""
"098801","Gemeente Weert/Burgerzakentaken","1","20180725","",""
"099001","Gemeente Wittem","1","19940901","19990101",""
"099301","Gemeente Meerlo-Wanssum","1","19940601","20100101",""
"099401","Gemeente Valkenburg aan de Geul/Burgerzakentaken","1","20180701","",""
"099501","Gemeente Lelystad/Burgerzakentaken","1","20180701","",""
"099502","Gemeente Lelystad/Burgerzakentaken (2)","0","20180701","",""
"150701","Gemeente Horst aan de Maas/Burgerzakentaken","1","20180725","",""
"150901","Gemeente Oude IJsselstreek/Burgerzakentaken","1","20180701","",""
"152501","Gemeente Teylingen/Burgerzakentaken","1","20180701","",""
"158101","Gemeente Utrechtse Heuvelrug/Burgerzakentaken","1","20180725","",""
"158601","Gemeente Oost Gelre/Burgerzakentaken","1","20180701","",""
"159801","Gemeente Koggenland/Burgerzakentaken","1","20180725","",""
"162101","Gemeente Lansingerland/Burgerzakentaken","1","20180701","",""
"164001","Gemeente Leudal/Burgerzakentaken","1","20180725","",""
"164101","Gemeente Maasgouw/Burgerzakentaken","1","20180701","",""
"165101","Gemeente Eemsmond/Burgerzakentaken","1","20180725","20190101",""
"165201","Gemeente Gemert-Bakel/Burgerzakentaken","1","20180701","",""
"165501","Gemeente Halderberge/Burgerzakentaken","1","20180701","",""
"165801","Gemeente Heeze-Leende/Burgerzakentaken","1","20180725","",""
"165901","Gemeente Laarbeek/Burgerzakentaken","1","20180701","",""
"166101","Gemeente Reiderland","1","19940215","20100101",""
"166301","Gemeente De Marne/Burgerzakentaken","1","20180725","20190101",""
"166501","Gemeente Made","1","19970101","19980425",""
"166601","Gemeente Zevenhuizen-Moerkapelle","1","19940415","20100101",""
"166701","Gemeente Reusel-De Mierden/Burgerzakentaken","1","20180725","",""
"166901","Gemeente Roerdalen/Burgerzakentaken","1","20180701","",""
"167001","Gemeente Roggel en Neer","1","19930101","20070101",""
"167101","Gemeente Maasdonk","1","19940301","20150101",""
"167201","Gemeente Rijnwoude","1","19931115","20140101",""
"167301","Gemeente Liemeer","1","19940115","20070101",""
"167401","Gemeente Roosendaal/Burgerzakentaken","1","20180701","",""
"167601","Gemeente Schouwen-Duiveland/Burgerzakentaken","1","20180701","",""
"167901","Gemeente Ambt Montfort","1","19940601","20070101",""
"168001","Gemeente Aa en Hunze/Burgerzakentaken","1","20180725","",""
"168101","Gemeente Borger-Odoorn/Burgerzakentaken","1","20180725","",""
"168401","Gemeente Cuijk/Burgerzakentaken","1","20180701","",""
"168501","Gemeente Landerd/Burgerzakentaken","1","20180701","",""
"169001","Gemeente De Wolden/Burgerzakentaken","1","20180725","",""
"169101","Gemeente St. Anthonis","1","19940515","19950704",""
"169501","Gemeente Noord-Beveland/Burgerzakentaken","1","20180725","",""
"169601","Gemeente Wijdemeren/Burgerzakentaken","1","20180725","",""
"169701","Gemeente Middenveld","1","19980101","20000101",""
"169801","Gemeente Sluis-Aardenburg","1","19950101","20030101",""
"169901","Gemeente Noordenveld/Burgerzakentaken","1","20180701","",""
"170001","Gemeente Twenterand/Burgerzakentaken","1","20180725","",""
"170101","Gemeente Westerveld/Burgerzakentaken","1","20180701","",""
"170201","Gemeente Sint Anthonis/Burgerzakentaken","1","20180701","",""
"170501","Gemeente Lingewaard/Burgerzakentaken","1","20180725","",""
"170601","Gemeente Cranendonck/Burgerzakentaken","1","20180701","",""
"170801","Gemeente Steenwijkerland/Burgerzakentaken","1","20180701","",""
"170901","Gemeente Moerdijk/Burgerzakentaken","1","20180725","",""
"171101","Gemeente Echt-Susteren/Burgerzakentaken","1","20180701","",""
"171401","Gemeente Sluis/Burgerzakentaken","1","20180701","",""
"171901","Gemeente Drimmelen/Burgerzakentaken","1","20180701","",""
"171902","Gemeente Drimmelen/Burgerzakentaken (2)","0","20180701","",""
"172101","Gemeente Bernheze/Burgerzakentaken","1","20180725","",""
"172201","Gemeente Ferwerderadiel/Burgerzakentaken","1","20180701","20190101",""
"172301","Gemeente Alphen-Chaam/Burgerzakentaken","1","20180701","",""
"172401","Gemeente Bergeijk/Burgerzakentaken","1","20180725","",""
"172801","Gemeente Bladel/Burgerzakentaken","1","20180725","",""
"172901","Gemeente Gulpen-Wittem/Burgerzakentaken","1","20180701","",""
"173001","Gemeente Tynaarlo/Burgerzakentaken","1","20180725","",""
"173101","Gemeente Midden-Drenthe/Burgerzakentaken","1","20180701","",""
"173102","Gemeente Midden-Drenthe/Burgerzakentaken (2)","0","20180701","",""
"173401","Gemeente Overbetuwe/Burgerzakentaken","1","20180725","",""
"173501","Gemeente Hof van Twente/Burgerzakentaken","1","20180701","",""
"174001","Gemeente Neder-Betuwe/Burgerzakentaken","1","20180725","",""
"174201","Gemeente Rijssen-Holten/Burgerzakentaken","1","20180725","",""
"177101","Gemeente Geldrop-Mierlo/Burgerzakentaken","1","20180701","",""
"177301","Gemeente Olst-Wijhe/Burgerzakentaken","1","20180725","",""
"177401","Gemeente Dinkelland/Burgerzakentaken","1","20180701","",""
"178301","Gemeente Westland/Burgerzakentaken","1","20180701","",""
"184201","Gemeente Midden-Delfland/Burgerzakentaken","1","20180701","",""
"185901","Gemeente Berkelland/Burgerzakentaken","1","20180701","",""
"187601","Gemeente Bronckhorst/Burgerzakentaken","1","20180725","",""
"188301","Gemeente Sittard-Geleen/Burgerzakentaken","1","20180701","",""
"188401","Gemeente Kaag en Braassem/Burgerzakentaken","1","20180701","",""
"189101","Gemeente Dantumadiel/Burgerzakentaken","1","20180701","",""
"189201","Gemeente Zuidplas/Burgerzakentaken","1","20180701","",""
"189401","Gemeente Peel en Maas/Burgerzakentaken","1","20180701","",""
"189501","Gemeente Oldambt/Burgerzakentaken","1","20180701","",""
"189601","Gemeente Zwartewaterland/Burgerzakentaken","1","20180725","",""
"190001","Gemeente Súdwest-Fryslân/Burgerzakentaken","1","20180701","",""
"190101","Gemeente Bodegraven-Reeuwijk/Burgerzakentaken","1","20180725","",""
"190301","Gemeente Eijsden-Margraten/Burgerzakentaken","1","20180725","",""
"190401","Gemeente Stichtse Vecht/Burgerzakentaken","1","20180701","",""
"190801","Gemeente Menameradiel","1","20110101","20180101",""
"191101","Gemeente Hollands Kroon/Burgerzakentaken","1","20180701","",""
"191601","Gemeente Leidschendam-Voorburg/Burgerzakentaken","1","20180701","",""
"192101","Gemeente De Friese Meren","1","20140101","20150701",""
"192401","Gemeente Goeree-Overflakkee/Burgerzakentaken","1","20180701","",""
"192601","Gemeente Pijnacker-Nootdorp/Burgerzakentaken","1","20180701","",""
"192701","Gemeente Molenwaard/Burgerzakentaken","1","20180701","20190101",""
"192702","Gemeente Molenwaard/Burgerzakentaken (2)","0","20180701","20190101",""
"193001","Gemeente Nissewaard/Burgerzakentaken","1","20180701","",""
"193101","Gemeente Krimpenerwaard/Burgerzakentaken","1","20180701","",""
"193701","Gemeente Heel","1","19930115","20070101",""
"194001","Gemeente De Fryske Marren/Burgerzakentaken","1","20180701","",""
"194201","Gemeente Gooise Meren/Burgerzakentaken","1","20180725","",""
"194501","Gemeente Berg en Dal/Burgerzakentaken","1","20180725","",""
"194801","Gemeente Meierijstad/Burgerzakentaken","1","20180701","",""
"194901","Gemeente Waadhoeke/Burgerzakentaken","1","20180701","",""
"195001","Gemeente Westerwolde/Burgerzakentaken","1","20180701","",""
"195201","Gemeente Midden-Groningen/Burgerzakentaken","1","20180725","",""
"195401","Gemeente Beekdaelen/Burgerzakentaken","1","20190101","",""
"195501","Gemeente Montferland/Burgerzakentaken","1","20180725","",""
"195901","Gemeente Altena/Burgerzakentaken","1","20190101","",""
"196001","Gemeente West Betuwe/Burgerzakentaken","1","20190101","",""
"196101","Gemeente Vijfheerenlanden/Burgerzakentaken","1","20190101","",""
"196301","Gemeente Hoeksche Waard/Burgerzakentaken","1","20190101","",""
"196601","Gemeente Het Hogeland/Burgerzakentaken","1","20190101","",""
"196901","Gemeente Westerkwartier/Burgerzakentaken","1","20190101","",""
"197001","Gemeente Noardeast-Fryslân/Burgerzakentaken","1","20190101","",""
"197801","Gemeente Molenlanden/Burgerzakentaken","1","20190101","",""
"198701","Gemeente Menterwolde","1","19940601","20180101",""
"199901","Registratie Niet Ingezetenen (RNI)","1","20140106","",""
"199903","Registratie Niet-Ingezetenen (RNI) via MijnOverheid/Verhuisvoorziening","0","20190301","",""
"200001","Inspectie SZW/Handhaving","0","20120301","",""
"200101","Centrum voor Werk en Inkomen (CWI)","0","20020101","20100501",""
"200801","Samenwerkingsverband Vastgoedinformatie Heffing en Waardebepaling (SVHW) (2)","1","20050301","20080901",""
"200901","Samenwerkingsverband Regio Gooi en Vechtstreek/Leerlingzaken","1","20170201","",""
"201101","Regionaal Bureau Leerlingzaken Kop van Noord-Holland","1","20030601","20151001",""
"201201","Samenwerkingsverband Zuid-Holland Zuid/Leerlingzaken","1","20190101","",""
"201301","Samenwerkingsverband Holland Rijnland/Leerlingzaken","1","20190101","",""
"201401","Regionaal Bureau Leerlingzaken Noord-Veluwe","1","20080901","20180901",""
"201601","Samenwerkingsverband GGD Brabant-Zuidoost/Leerlingzaken","1","20181101","",""
"250001","Min. van Financiën/Belastingdienst","1","20170201","",""
"250002","Min. van BZK/Logius/Overheidstoegangsvoorziening DigiD","0","20170601","",""
"250011","Belastingdienst - CBI (selectie)","0","20090201","20120901",""
"250101","Belastingkantoor BsGW Limburg/Gemeentelijke en waterschapsbelastingen","1","20181201","",""
"250201","Belastingkantoor SVHW/Gemeentelijke en waterschapsbelastingen","1","20181201","",""
"250301","Waterschap Amstel, Gooi en Vecht","1","20181201","",""
"250302","Hoogheemraadschap Amstel, Gooi en Vecht (selectie)","0","20120101","20120901",""
"250401","Belastingkantoor West-Brabant/Gemeentelijke en waterschapsbelastingen","1","20181001","",""
"250501","Waterschap Roer en Overmaas","1","19950801","20040901",""
"250601","Regionale Belasting Groep (1)","1","20140601","20160701",""
"250602","Regionale Belasting Groep (2)","1","20140601","20160601",""
"250701","Belastingkantoor RBG/Gemeentelijke en waterschapsbelastingen (1)","1","20190401","",""
"250702","Belastingkantoor RBG/Gemeentelijke en waterschapsbelastingen (2)","1","20190401","",""
"250801","Samenwerkingsverband Vierstromengebied","1","19981101","20030301",""
"250802","Samenwerkingsverband Vierstromengebied (2)","1","19990901","20030301",""
"250901","Belastingkantoor Gouwe-Rijnland/Gemeentelijke en waterschapsbelastingen","1","20190101","",""
"250902","Belastingsamenwerking Gouwe-Rijnland (2)","1","20140801","20151201",""
"250903","Belastingkantoor Gouwe-Rijnland (selectie)","0","20101101","20120901",""
"250912","Belastingsamenwerking Gouwe-Rijnland (2) (pilot)","0","20120401","20121001",""
"251001","Waterschap Scheldestromen","1","19960501","",""
"251101","Hoogheemraadschap Hollands Noorderkwartier","1","19960801","",""
"251102","Hoogheemraadschap Hollands Noorderkwartier (SaWa)","0","20150401","",""
"251201","Hoogheemraadschap De Stichtse Rijnlanden/Beheertaken","0","20181201","",""
"251301","Het Waterschapshuis","0","20080901","20081001",""
"251401","Waterschap Vallei en Veluwe/Beheertaken","0","20181201","",""
"251402","Waterschap Vallei en Veluwe (SaWa)","0","20150101","",""
"251501","Gemeentelijk Belastingkantoor Twente","1","20090601","",""
"251601","Waterschap Regge en Dinkel","1","19970201","20070301",""
"251701","Gemeentelijk Belastingkantoor Aalsmeer-Uithoorn","1","20100901","20110301",""
"251801","Waterschap Groot Salland (1)","1","19970201","19990601",""
"251802","Waterschap Groot Salland","1","19970201","20070301",""
"251901","Zuiveringsbeheer Provincie Groningen","1","19961101","20000301",""
"252001","Belastingkantoor Oost-Brabant/Gemeentelijke en waterschapsbelastingen (1)","1","20181201","",""
"252002","Waterschap De Dommel (selectie)","0","20111001","20120901",""
"252003","Belastingkantoor Oost-Brabant/Gemeentelijke en waterschapsbelastingen (2)","1","20181201","",""
"252011","Belastingsamenwerking Oost-Brabant (pilot)","1","20120501","20120717",""
"252101","Waterschap Veluwe","0","19970101","20130401",""
"252102","Waterschap Veluwe (2)","1","19970101","19991201",""
"252201","Zuiveringsschap Drenthe","1","19970801","20000301",""
"252301","Waterschap Zeeuws-Vlaanderen","1","19970501","20110501",""
"252401","Waterschap Hulster Ambacht","1","19970501","19990301",""
"252501","Waterschap Het Vrije van Sluis","1","19970501","19990301",""
"252601","Belastingsamenwerking gemeenten en hoogheemraadschap Utrecht","1","20131001","",""
"252701","Waterschap Peel en Maasvallei","1","19970501","20040901",""
"252702","Waterschap Peel en Maasvallei (SaWa)","0","20150101","20170301",""
"252801","Waterschap Rijn en IJssel/Beheertaken","0","20181201","",""
"252901","Belastingkantoor Rivierenland/Gemeentelijke en waterschapsbelastingen","1","20180201","",""
"252902","Waterschap Rivierenland (SaWa)","0","20160801","",""
"253001","Waterschap Rivierenland/Beheertaken","0","20181201","",""
"253101","Noordelijk Belastingkantoor/Gemeentelijke en waterschapsbelastingen","1","20181201","",""
"253102","Wetterskip Fryslân (2)","1","20000601","20081201",""
"253201","Waterschap Zuiderzeeland/Beheertaken","0","20181201","",""
"253202","Waterschap Zuiderzeeland (SaWa)","0","20160201","",""
"253301","Hoogheemraadschap van Rijnland/Beheertaken","0","20181201","",""
"253401","Hoogheemraadschap van Schieland en de Krimpenerwaard/Beheertaken","0","20181201","",""
"253501","Hoogheemraadschap van Delfland/Beheertaken","0","20181201","",""
"253601","Waterschap Hunze en Aa's/Beheertaken","0","20181201","",""
"253701","Waterschap Noorderzijlvest/Beheertaken","0","20181201","",""
"253702","Waterschap Noorderzijlvest (SaWa)","0","20150901","",""
"253801","Waterschap Reest en Wieden","1","20000301","20070301",""
"253901","Waterschap Velt en Vecht","1","20000301","20070301",""
"254001","Belastingkantoor Lococensus-Tricijn/Gemeentelijke en waterschapsbelastingen","1","20181201","",""
"254002","Lococensus (selectie)","0","20110901","20120901",""
"254101","Gemeentelijk Belastingkantoor Rijn-Midden","1","20071201","20130601",""
"254102","Gemeentelijk Belastingkantoor Rijn-Midden (selectie)","0","20100601","20120901",""
"254201","Gemeenschappelijke regeling Cocensus","1","20080901","",""
"254301","Gemeenschappelijke regeling Drechtsteden","1","20080901","",""
"254401","Belastingkantoor SaBeWa Zeeland/Gemeentelijke en waterschapsbelastingen","1","20170701","",""
"254501","Gemeenschappelijke regeling Parkstad Limburg","1","20100301","20150201",""
"254601","MvSZW/Landelijk Register Kinderopvang","0","20100901","",""
