"97.10 Code GBA-deelnemer","97.11 Omschrijving","97.12 Aanduiding aangesloten op het GBA-netwerk","99.98 Datum ingang","99.99 Datum einde"
"510177","Afnemer Breukelen","1","19990301","20110101",""
"510178","Gemeente Castricum/Algemene gemeentetaken","1","20180801","",""
"510179","Gemeente Eemsmond/Algemene gemeentetaken","1","20180801","20190201",""
"510180","Gemeente Emmen/Algemene gemeentetaken","1","20180701","",""
"510181","Gemeente Hendrik-Ido-Ambacht/Algemene gemeentetaken","1","20180701","",""
"510182","Gemeente Leudal/Algemene gemeentetaken","1","20180801","",""
"510183","Gemeente Gulpen-Wittem/Algemene gemeentetaken","1","20180701","",""
"510184","Gemeente Schinnen/Algemene gemeentetaken","1","20180701","20190201",""
"510185","Gemeente Cromstrijen/Algemene gemeentetaken","1","20180801","20190201",""
"510186","Gemeente Purmerend/Algemene gemeentetaken","1","20180701","",""
"510187","Gemeente Reimerswaal/Algemene gemeentetaken","1","20180801","",""
"510189","Gemeente Schagen/Algemene gemeentetaken","1","20180801","",""
"510190","Gemeente Westerveld/Algemene gemeentetaken","1","20180701","",""
"510191","Gemeente Bronckhorst/Algemene gemeentetaken","1","20180801","",""
"510192","Gemeente Doesburg/Algemene gemeentetaken","1","20180701","",""
"510193","Gemeente Amsterdam/Algemene gemeentetaken","1","20180801","",""
"510194","Gemeente De Bilt/Algemene gemeentetaken","1","20180701","",""
"510195","Gemeente Hellevoetsluis/Algemene gemeentetaken","1","20180701","",""
"510196","Gemeente Hellendoorn/Algemene gemeentetaken","1","20180701","",""
"510197","Gemeente Midden-Groningen/Algemene gemeentetaken","1","20180801","",""
"510198","Afnemer Meijel","1","20040901","20100101",""
"510199","Gemeente Maastricht/Algemene gemeentetaken","1","20180701","",""
"510201","Gemeente Cuijk/Algemene gemeentetaken","1","20180701","",""
"510202","Gemeente Ermelo/Algemene gemeentetaken","1","20180701","",""
"510203","Gemeente Hardinxveld-Giessendam/Algemene gemeentetaken","1","20180701","",""
"510204","Gemeente Heerlen/Algemene gemeentetaken","1","20180701","",""
"510205","Afnemer Huissen","1","19990901","20010101",""
"510206","Gemeente Nederweert/Algemene gemeentetaken","1","20180701","",""
"510207","Gemeente Weesp/Algemene gemeentetaken","1","20180801","",""
"510208","Afnemer Loosdrecht","1","19991201","20020101",""
"510209","Gemeente Zaltbommel/Algemene gemeentetaken","1","20180701","",""
"510210","Gemeente Midden-Delfland/Algemene gemeentetaken","1","20180701","",""
"510211","Afnemer Avereest","1","20000301","20010101",""
"510212","Gemeente Heusden/Algemene gemeentetaken","1","20180801","",""
"510213","Gemeente Deurne/Algemene gemeentetaken","1","20180801","",""
"510214","Gemeente Goirle/Algemene gemeentetaken","1","20180701","",""
"510215","Gemeente Aalten/Algemene gemeentetaken","1","20180801","",""
"510216","Afnemer Boarnsterhim","1","20010901","20140201",""
"510217","Gemeente Beek/Algemene gemeentetaken","1","20180801","",""
"510218","Gemeente Velsen/Algemene gemeentetaken","1","20180801","",""
"510219","Gemeente Eindhoven/Algemene gemeentetaken","1","20180701","",""
"510220","Gemeente Papendrecht/Algemene gemeentetaken","0","20180701","",""
"510221","Gemeente Voorschoten/Algemene gemeentetaken","1","20180801","",""
"510222","Gemeente Westvoorne/Algemene gemeentetaken","1","20180801","",""
"510223","Gemeente Oldebroek/Algemene gemeentetaken","1","20180801","",""
"510224","Gemeente Alphen-Chaam/Algemene gemeentetaken","1","20180701","",""
"510225","Gemeente Oldambt/Algemene gemeentetaken","1","20180701","",""
"510226","Gemeente Hilversum/Algemene gemeentetaken","1","20180701","",""
"510227","Gemeente Zevenaar/Algemene gemeentetaken","1","20180701","",""
"510228","Gemeente Venlo/Algemene gemeentetaken","1","20180801","",""
"510229","Gemeente Hardenberg/Algemene gemeentetaken","1","20180701","",""
"510230","Gemeente Lingewaard/Algemene gemeentetaken","1","20180801","",""
"510231","Gemeente Dordrecht/Algemene gemeentetaken","1","20180701","",""
"510232","Gemeente Tholen/Algemene gemeentetaken","1","20180801","",""
"510233","Gemeente De Ronde Venen/Algemene gemeentetaken","1","20180801","",""
"510234","Afnemer Muiden","1","20020601","20160201",""
"510235","Gemeente Hoogeveen/Algemene gemeentetaken","1","20180801","",""
"510236","Gemeente Dinkelland/Algemene gemeentetaken","1","20180701","",""
"510237","Gemeente Voorst/Algemene gemeentetaken","1","20180701","",""
"510238","Gemeente Hillegom/Algemene gemeentetaken","1","20180701","",""
"510239","Gemeente Hof van Twente/Algemene gemeentetaken","1","20180701","",""
"510240","Afnemer Rijnwoude","1","20020301","20140201",""
"510241","Gemeente Harderwijk/Algemene gemeentetaken","1","20180701","",""
"510242","Gemeente Barneveld/Algemene gemeentetaken","1","20180701","",""
"510243","Gemeente Sluis/Algemene gemeentetaken","1","20180701","",""
"510244","Gemeente Boxtel/Algemene gemeentetaken","1","20180701","",""
"510245","Gemeente Helmond/Algemene gemeentetaken","1","20180801","",""
"510246","Afnemer Wymbritseradiel","1","20021201","20110101",""
"510247","Gemeente Zwartewaterland/Algemene gemeentetaken","1","20180801","",""
"510248","Gemeente Bodegraven-Reeuwijk/Algemene gemeentetaken","1","20180801","",""
"510249","Gemeente Nissewaard/Algemene gemeentetaken","1","20180701","",""
"510250","Gemeente Borne/Algemene gemeentetaken","1","20180801","",""
"510251","Gemeente Echt-Susteren/Algemene gemeentetaken","1","20180701","",""
"510252","Gemeente Duiven/Algemene gemeentetaken","1","20180801","",""
"510253","Gemeente Achtkarspelen/Algemene gemeentetaken","1","20180701","",""
"510254","Gemeente Tynaarlo/Algemene gemeentetaken","1","20180801","",""
"510255","Gemeente Leiden/Algemene gemeentetaken","1","20180701","",""
"510256","Gemeente Amstelveen/Algemene gemeentetaken","1","20180701","",""
"510257","Gemeente Barendrecht/Algemene gemeentetaken","1","20180701","",""
"510258","Gemeente Veenendaal/Algemene gemeentetaken","1","20180701","",""
"510259","Gemeente Zederik/Algemene gemeentetaken","1","20180701","20190201",""
"510260","Gemeente Horst aan de Maas/Algemene gemeentetaken","1","20180801","",""
"510261","Gemeente Ooststellingwerf/Algemene gemeentetaken","1","20180801","",""
"510262","Gemeente Heiloo/Algemene gemeentetaken","1","20180701","",""
"510263","Gemeente Súdwest-Fryslân/Algemene gemeentetaken","1","20180701","",""
"510264","Gemeente Geertruidenberg/Algemene gemeentetaken","1","20180701","",""
"510265","Gemeente Zeewolde/Algemene gemeentetaken","1","20180701","",""
"510266","Gemeente Peel en Maas/Algemene gemeentetaken","1","20180701","",""
"510267","Gemeente Edam-Volendam/Algemene gemeentetaken","1","20180801","",""
"510268","Gemeente Coevorden/Algemene gemeentetaken","1","20180801","",""
"510269","Gemeente Winterswijk/Algemene gemeentetaken","1","20180701","",""
"510270","Gemeente Katwijk/Algemene gemeentetaken","1","20180801","",""
"510271","Gemeente Steenwijkerland/Algemene gemeentetaken","1","20180701","",""
"510272","Gemeente Landgraaf/Algemene gemeentetaken","1","20180701","",""
"510273","Gemeente De Fryske Marren/Algemene gemeentetaken","1","20180701","",""
"510274","Gemeente Opmeer/Algemene gemeentetaken","1","20180801","",""
"510275","Gemeente Utrecht/Algemene gemeentetaken","1","20180701","",""
"510276","Gemeente Bergen (L)/Algemene gemeentetaken","1","20180701","",""
"510277","Afnemer Scheemda","1","20051201","20100101",""
"510278","Gemeente Westland/Algemene gemeentetaken","1","20180701","",""
"510279","Afnemer Moordrecht","1","20050301","20100101",""
"510280","Gemeente Ede/Algemene gemeentetaken","1","20180801","",""
"510281","Afnemer Oostflakkee","1","20041201","20130201",""
"510282","Gemeente Beekdaelen/Algemene gemeentetaken","1","20190101","",""
"510283","Gemeente Goeree-Overflakkee/Algemene gemeentetaken","1","20180701","",""
"510284","Gemeente Overbetuwe/Algemene gemeentetaken","1","20180801","",""
"510285","Gemeente Zutphen/Algemene gemeentetaken","1","20180801","",""
"510286","Gemeente Zuidplas/Algemene gemeentetaken","1","20180701","",""
"510287","Gemeente Sint-Michielsgestel/Algemene gemeentetaken","1","20180701","",""
"510288","Gemeente Brunssum/Algemene gemeentetaken","1","20180701","",""
"510289","Gemeente Weststellingwerf/Algemene gemeentetaken","1","20180801","",""
"510290","Gemeente Waalwijk/Algemene gemeentetaken","1","20180801","",""
"510291","Gemeente Uden/Algemene gemeentetaken","1","20180701","",""
"510292","Gemeente Waadhoeke/Algemene gemeentetaken","1","20180701","",""
"510293","Gemeente West Betuwe/Algemene gemeentetaken","1","20190101","",""
"510294","Gemeente Veere/Algemene gemeentetaken","1","20180801","",""
"510295","Gemeente Oosterhout/Algemene gemeentetaken","1","20180701","",""
"510296","Gemeente Uithoorn/Algemene gemeentetaken","1","20180701","",""
"510297","Gemeente Aalburg/Algemene gemeentetaken","1","20180801","20190201",""
"510298","Gemeente Oldenzaal/Algemene gemeentetaken","1","20180701","",""
"510299","Gemeente Roermond/Algemene gemeentetaken","1","20180701","",""
"510301","Gemeente Heumen/Algemene gemeentetaken","1","20180801","",""
"510302","Gemeente Leidschendam-Voorburg/Algemene gemeentetaken","1","20180701","",""
"510303","Gemeente Doetinchem/Algemene gemeentetaken","1","20180701","",""
"510304","Gemeente Dronten/Algemene gemeentetaken","1","20180701","",""
"510305","Gemeente Beemster/Algemene gemeentetaken","1","20180701","",""
"510306","Gemeente Oud-Beijerland/Algemene gemeentetaken","1","20180701","20190201",""
"510307","Gemeente Gemert-Bakel/Algemene gemeentetaken","1","20180701","",""
"510308","Gemeente Bergen (NH)/Algemene gemeentetaken","1","20180701","",""
"510309","Gemeente Zoeterwoude/Algemene gemeentetaken","1","20180701","",""
"510310","Gemeente Maasgouw/Algemene gemeentetaken","1","20180701","",""
"510311","Gemeente Sint Anthonis/Algemene gemeentetaken","1","20180701","",""
"510312","Gemeente 's-Hertogenbosch/Algemene gemeentetaken","1","20180701","",""
"510313","Gemeente Almere/Algemene gemeentetaken","1","20180701","",""
"510314","Gemeente Aalsmeer/Algemene gemeentetaken","1","20180701","",""
"510315","Gemeente Kampen/Algemene gemeentetaken","1","20180701","",""
"510316","Afnemer Menterwolde","1","20070601","20180201",""
"510317","Gemeente Delfzijl/Algemene gemeentetaken","1","20180801","",""
"510318","Gemeente Waalre/Algemene gemeentetaken","1","20180701","",""
"510319","Gemeente Nieuwegein/Algemene gemeentetaken","1","20180701","",""
"510320","Gemeente Gooise Meren/Algemene gemeentetaken","1","20180801","",""
"510321","Gemeente Rucphen/Algemene gemeentetaken","1","20180701","",""
"510322","Gemeente Rhenen/Algemene gemeentetaken","1","20180701","",""
"510323","Gemeente Meierijstad/Algemene gemeentetaken","1","20180701","",""
"510324","Gemeente Appingedam/Algemene gemeentetaken","1","20180801","",""
"510325","Afnemer Bellingwedde","1","20090501","20180201",""
"510326","Afnemer Meerlo-Wanssum","1","20071201","20100101",""
"510327","Gemeente Etten-Leur/Algemene gemeentetaken","1","20180701","",""
"510328","Afnemer Arcen en Velden","1","20071201","20100101",""
"510329","Afnemer Rijnwaarden","1","20080301","20180201",""
"510330","Gemeente Lelystad/Algemene gemeentetaken","1","20180701","",""
"510331","Gemeente Gouda/Algemene gemeentetaken","1","20180701","",""
"510332","Gemeente Simpelveld/Algemene gemeentetaken","1","20180701","",""
"510333","Gemeente Enschede/Algemene gemeentetaken","1","20180701","",""
"510334","Gemeente Gorinchem/Algemene gemeentetaken","1","20180701","",""
"510335","Gemeente Gilze en Rijen/Algemene gemeentetaken","1","20180701","",""
"510336","Afnemer Schijndel","1","20071201","20170201",""
"510337","Afnemer Sint-Oedenrode","1","20080301","20170201",""
"510338","Gemeente Marum/Algemene gemeentetaken","1","20180801","20190201",""
"510339","Gemeente Nijkerk/Algemene gemeentetaken","1","20180701","",""
"510341","Gemeente Drechterland/Algemene gemeentetaken","1","20180701","",""
"510342","Gemeente Waterland/Algemene gemeentetaken","1","20180701","",""
"510343","Gemeente Schouwen-Duiveland/Algemene gemeentetaken","1","20180701","",""
"510344","Gemeente Sittard-Geleen/Algemene gemeentetaken","0","20180701","",""
"510345","Gemeente Teylingen/Algemene gemeentetaken","1","20180701","",""
"510346","Gemeente Roerdalen/Algemene gemeentetaken","1","20180701","",""
"510347","Gemeente Alphen aan den Rijn/Algemene gemeentetaken","1","20180701","",""
"510348","Gemeente Arnhem/Algemene gemeentetaken","1","20180701","",""
"510349","Gemeente Capelle aan den IJssel/Algemene gemeentetaken","1","20180701","",""
"510350","Gemeente Hulst/Algemene gemeentetaken","1","20180701","",""
"510351","Gemeente Opsterland/Algemene gemeentetaken","1","20180701","",""
"510352","Gemeente Zoetermeer/Algemene gemeentetaken","1","20180701","",""
"510353","Gemeente Oss/Algemene gemeentetaken","1","20180701","",""
"510354","Gemeente Assen/Algemene gemeentetaken","1","20180801","",""
"510356","Gemeente Haren/Algemene gemeentetaken","1","20180801","20190201",""
"510357","Gemeente Neerijnen/Algemene gemeentetaken","1","20180701","20190201",""
"510358","Gemeente Schiedam/Algemene gemeentetaken","1","20180701","",""
"510359","Gemeente Veendam/Algemene gemeentetaken","1","20180701","",""
"510360","Gemeente Woudrichem/Algemene gemeentetaken","1","20180801","20190201",""
"510361","Gemeente Wormerland/Algemene gemeentetaken","1","20180701","",""
"510362","Gemeente Wijchen/Algemene gemeentetaken","1","20180701","",""
"510363","Gemeente Kapelle/Algemene gemeentetaken","1","20180801","",""
"510364","Gemeente Loon op Zand/Algemene gemeentetaken","1","20180701","",""
"510365","Gemeente Son en Breugel/Algemene gemeentetaken","1","20180801","",""
"510366","Gemeente Heerhugowaard/Algemene gemeentetaken","1","20180801","",""
"510367","Gemeente Oirschot/Algemene gemeentetaken","1","20180801","",""
"510368","Gemeente Uitgeest/Algemene gemeentetaken","1","20180801","",""
"510369","Gemeente Middelburg/Algemene gemeentetaken","1","20180701","",""
"510370","Gemeente Aa en Hunze/Algemene gemeentetaken","1","20180801","",""
"510371","Gemeente Beesel/Algemene gemeentetaken","1","20180701","",""
"510372","Gemeente Lopik/Algemene gemeentetaken","1","20180701","",""
"510373","Gemeente Westervoort/Algemene gemeentetaken","1","20180801","",""
"510374","Gemeente Haaksbergen/Algemene gemeentetaken","1","20180801","",""
"510375","Gemeente Haaren/Algemene gemeentetaken","1","20180701","",""
"510376","Afnemer Zeevang","1","20080901","20160201",""
"510377","Gemeente Valkenburg aan de Geul/Algemene gemeentetaken","1","20180701","",""
"510378","Gemeente Korendijk/Algemene gemeentetaken","1","20180701","20190201",""
"510379","Afnemer Littenseradiel","1","20081201","20180201",""
"510380","Afnemer Wûnseradiel","1","20081201","20110101",""
"510381","Afnemer Gaasterlân-Sleat","1","20081201","20140201",""
"510382","Afnemer Nijefurd","1","20081201","20110101",""
"510383","Gemeente Eersel/Algemene gemeentetaken","1","20180801","",""
"510384","Afnemer Bolsward","1","20081201","20110101",""
"510385","Gemeente Nijmegen/Algemene gemeentetaken","1","20180701","",""
"510386","Afnemer Lemsterland","1","20081201","20140201",""
"510387","Gemeente Zeist/Algemene gemeentetaken","1","20180701","",""
"510388","Gemeente Asten/Algemene gemeentetaken","1","20180801","",""
"510389","Afnemer Vlist","1","20090601","20150201",""
"510390","Gemeente Heerde/Algemene gemeentetaken","1","20180801","",""
"510391","Gemeente Raalte/Algemene gemeentetaken","1","20180701","",""
"510392","Gemeente Zwijndrecht/Algemene gemeentetaken","1","20180701","",""
"510393","Afnemer Wervershoof","0","20081201","20110101",""
"510394","Afnemer Ouderkerk","1","20090601","20150201",""
"510395","Gemeente Halderberge/Algemene gemeentetaken","1","20180701","",""
"510396","Gemeente Mook en Middelaar/Algemene gemeentetaken","1","20180701","",""
"510397","Gemeente Tiel/Algemene gemeentetaken","1","20180701","",""
"510398","Gemeente Bunnik/Algemene gemeentetaken","1","20180701","",""
"510399","Gemeente Kollumerland en Nieuwkruisland/Algemene gemeentetaken","1","20180701","20190201",""
"510401","Gemeente Noardeast-Fryslân/Algemene gemeentetaken","1","20190101","",""
"510402","Gemeente Renkum/Algemene gemeentetaken","1","20180701","",""
"510403","Afnemer het Bildt","1","20091201","20180101",""
"510404","Afnemer Graft-De Rijp","0","20081201","20150101",""
"510405","Gemeente Westerkwartier/Algemene gemeentetaken","1","20190101","",""
"510406","Gemeente Landerd/Algemene gemeentetaken","1","20180701","",""
"510407","Afnemer Millingen aan de Rijn","1","20090301","20150201",""
"510408","Gemeente Ridderkerk/Algemene gemeentetaken","1","20180701","",""
"510409","Gemeente Bedum/Algemene gemeentetaken","0","20180801","20190101",""
"510410","Gemeente Montfoort/Algemene gemeentetaken","1","20180701","",""
"510411","Gemeente Waddinxveen/Algemene gemeentetaken","1","20180801","",""
"510412","Gemeente Strijen/Algemene gemeentetaken","1","20180701","20190201",""
"510413","Gemeente Hollands Kroon/Algemene gemeentetaken","1","20180701","",""
"510414","Gemeente Wijk bij Duurstede/Algemene gemeentetaken","1","20180701","",""
"510415","Gemeente Steenbergen/Algemene gemeentetaken","1","20180701","",""
"510416","Gemeente Terschelling/Algemene gemeentetaken","1","20180701","",""
"510417","Afnemer Wieringen","1","20090601","20120101",""
"510418","Gemeente Stadskanaal/Algemene gemeentetaken","1","20180701","",""
"510419","Gemeente Maassluis/Algemene gemeentetaken","1","20180701","",""
"510420","Gemeente Olst-Wijhe/Algemene gemeentetaken","1","20180801","",""
"510421","Gemeente Den Helder/Algemene gemeentetaken","1","20180701","",""
"510422","Gemeente Ten Boer/Algemene gemeentetaken","1","20180801","20190201",""
"510423","Gemeente Texel/Algemene gemeentetaken","1","20180801","",""
"510424","Gemeente Het Hogeland/Algemene gemeentetaken","1","20190101","",""
"510425","Gemeente Zundert/Algemene gemeentetaken","1","20180801","",""
"510426","Gemeente Brummen/Algemene gemeentetaken","1","20180701","",""
"510427","Gemeente De Marne/Algemene gemeentetaken","0","20180801","20190101",""
"510428","Gemeente Loppersum/Algemene gemeentetaken","1","20180801","",""
"510429","Gemeente Roosendaal/Algemene gemeentetaken","1","20180701","",""
"510430","Gemeente Leusden/Algemene gemeentetaken","1","20180701","",""
"510431","Gemeente Onderbanken/Algemene gemeentetaken","1","20180701","20190201",""
"510432","Gemeente Ouder-Amstel/Algemene gemeentetaken","1","20180701","",""
"510433","Gemeente Oudewater/Algemene gemeentetaken","1","20180701","",""
"510434","Gemeente Bergeijk/Algemene gemeentetaken","1","20180801","",""
"510435","Gemeente Stein/Algemene gemeentetaken","1","20180801","",""
"510436","Gemeente Renswoude/Algemene gemeentetaken","1","20180701","",""
"510437","Gemeente Bernheze/Algemene gemeentetaken","1","20180801","",""
"510438","Gemeente West Maas en Waal/Algemene gemeentetaken","1","20180701","",""
"510439","Gemeente Vlieland/Algemene gemeentetaken","1","20180701","",""
"510440","Gemeente Boekel/Algemene gemeentetaken","1","20180801","",""
"510441","Gemeente Heerenveen/Algemene gemeentetaken","1","20180701","",""
"510442","Afnemer Reiderland","0","20090401","20100101",""
"510443","Gemeente Alblasserdam/Algemene gemeentetaken","1","20180701","",""
"510444","Afnemer Wieringermeer","1","20090901","20120101",""
"510445","Gemeente Scherpenzeel/Algemene gemeentetaken","1","20180701","",""
"510446","Gemeente Rozendaal/Algemene gemeentetaken","1","20180701","",""
"510447","Gemeente Noord-Beveland/Algemene gemeentetaken","1","20180801","",""
"510448","Gemeente Houten/Algemene gemeentetaken","1","20180701","",""
"510449","Afnemer Menameradiel","1","20091201","20180101",""
"510450","Gemeente Woudenberg/Algemene gemeentetaken","1","20180701","",""
"510451","Gemeente Ferwerderadiel/Algemene gemeentetaken","1","20180701","20190201",""
"510452","Gemeente Molenwaard/Algemene gemeentetaken","1","20180701","20190201",""
"510453","Gemeente Altena/Algemene gemeentetaken","1","20190101","",""
"510454","Gemeente Harlingen/Algemene gemeentetaken","1","20180701","",""
"510455","Gemeente IJsselstein/Algemene gemeentetaken","1","20180701","",""
"510456","Gemeente Stede Broec/Algemene gemeentetaken","1","20180701","",""
"510457","Gemeente Landsmeer/Algemene gemeentetaken","1","20180801","",""
"510458","Gemeente Schiermonnikoog/Algemene gemeentetaken","1","20180701","",""
"510460","Afnemer Leeuwarderadeel","1","20091201","20180201",""
"510461","Gemeente Wageningen/Algemene gemeentetaken","1","20180701","",""
"510462","Gemeente Culemborg/Algemene gemeentetaken","1","20180701","",""
"510463","Gemeente Baarle-Nassau/Algemene gemeentetaken","1","20180701","",""
"510464","Afnemer Andijk","0","20100101","20110101",""
"510465","Afnemer Boskoop","1","20100601","20140201",""
"510500","Afnemer Venlo (selectie)","0","20110201","20120901",""
"510501","Afnemer Nieuwkoop (selectie)","0","20120301","20120901",""
"510550","Afnemer Bergambacht","1","20091201","20150201",""
"510551","Gemeente Tytsjerksteradiel/Algemene gemeentetaken","1","20180701","",""
"510552","Gemeente Mill en Sint Hubert/Algemene gemeentetaken","1","20180701","",""
"510553","Afnemer Schermer","0","20090801","20150101",""
"510554","Gemeente Haarlemmerliede en Spaarnwoude/Algemene gemeentetaken","0","20180701","20190101",""
"520014","Afnemer Groningen (pilot)","1","20120501","20120717",""
"520092","Afnemer Noordenveld (pilot)","1","20120601","20120717",""
"600001","Provinciale Entadministratie Limburg","1","19921101","20100601",""
"600101","Provinciale Entadministratie Noord-Brabant","1","19921101","20100601",""
"600201","Provinciale Entadministratie Overijssel/Flevoland","1","19921101","20100601",""
"600301","Provinciale Entadministratie Drenthe","1","19930315","20030601",""
"600401","Provinciale Entadministratie Noord-Nederland","1","19930701","20100601",""
"600501","Stichting Prepas","1","19930701","20100601",""
"600601","Provinciale Entadministratie Friesland-Groningen (2)","1","19930701","20030601",""
"600701","Provinciale Entadministratie Utrecht & Noord-Holland","1","19930701","20100601",""
"600801","Provinciale Entadministratie Utrecht & Noord-Holland (2)","1","19930701","20040301",""
"600901","Provinciale Entadministratie Zeeland","1","19940701","20100601",""
"601001","Provinciale Entadministratie Zuid-Holland","1","19940901","20100601",""
"601101","Zorgverzekeraar DSW","1","19950801","",""
"601102","Zorgkantoor DSW","1","20140801","",""
"601201","Min. van VWS/RIVM/Onderzoek en crisissituaties","0","20170701","",""
"601202","Min. van VWS/RIVM/Entadministraties","1","20170501","",""
"601203","RIVM/Vaccinatie influenza A","0","20091109","20100301",""
"601204","RIVM/Entadministraties (selectie)","0","20100101","20120901",""
"601301","Bevolkingsonderzoek Midden-West (BOB 2)","1","19960201","20130701",""
"601401","Bevolkingsonderzoek Oost (BOB 2)","1","19960201","20130701",""
"601402","Bevolkingsonderzoek Oost (BOB 2) (selectie)","0","20120401","20120901",""
"601501","Bevolkingsonderzoek Zuid-West (BOB 1)","1","19960201","20130701",""
"601502","Bevolkingsonderzoek Zuid-West (BOB 1) (selectie)","0","20120401","20120901",""
"601601","Bevolkingsonderzoek Zuid (BOB 1)","1","19960201","20130701",""
"601602","Bevolkingsonderzoek Zuid (BMHK 1)","1","19960201","20130701",""
"601701","Bevolkingsonderzoek Oost (BOB 1)","1","19960201","20130701",""
"601702","Bevolkingsonderzoek Oost (BOB 1) (selectie)","0","20120401","20120901",""
"601801","Bevolkingsonderzoek Noord (BOB)","1","19960501","20130701",""
"601802","Bevolkingsonderzoek Borstkanker Noord-Nederland (2)","1","19990901","19991201",""
"601803","Bevolkingsonderzoek Borstkanker Noord-Nederland (3)","1","19990901","19991201",""
"601901","Bevolkingsonderzoek Zuid (BOB 2)","1","19960501","20130701",""
"602001","Bevolkingsonderzoek Zuid-West (BOB 2)","1","19960501","20130701",""
"602002","Bevolkingsonderzoek Zuid-West (BOB 2) (selectie)","0","20120401","20120901",""
"602101","Bevolkingsonderzoek Midden-West (BOB 1)","1","19960501","20130701",""
"602102","Bevolkingsonderzoek Midden-West (BMHK 1)","1","20031201","20130701",""
"602201","Min. van VWS/CIBG/Donorregister","1","20170701","",""
"602202","MvVWS/Dienst Donorregister (2)","1","19980201","19981101",""
"602203","Min. van VWS/CIBG/Donorregister/Nieuwe ingezetenen","0","20171201","",""
"602204","Min. van VWS/CIBG/Donorregister/Nieuwe 18-jarigen","0","20171201","",""
"602301","Univé Zorg","1","19980201","20081201",""
"602401","PWZ Dienstverlening N.V.","1","19980501","20031201",""
"602501","Zorgverzekeraar Eno","1","20190801","",""
"602502","Salland Zorgkantoor","1","20140801","",""
"602601","'t Lange Land Ziekenhuis","0","20040601","",""
"602701","Trias Zorgverzekeraar","1","19990301","20100301",""
"602801","ANOZ Zorgverzekeringen UA","1","19981101","20040301",""
"602901","FBTO Zorgverzekeraar","1","20140106","",""
"603001","De Friesland Zorgverzekeraar","1","19990901","",""
"603002","Zorgkantoor Friesland","1","20140201","",""
"603101","Zorgverzekeraar CZ Groep","1","20181001","",""
"603102","CZ Zorgkantoor","1","20140501","",""
"603201","Zorgverzekeraar VGZ","1","19990901","",""
"603202","Zorgkantoor VGZ/Taken inzake persoonsgebonden budget","1","20190101","",""
"603203","Zorgkantoor VGZ/Taken inzake zorg in natura","1","20190101","",""
"603301","ZAO Zorgverzekeringen","1","19991201","20040301",""
"603401","OZ Zorgverzekeringen","1","19991201","20071201",""
"603501","Geové Zorgverzekeraar","1","19991201","20060301",""
"603601","Agis Zorgverzekeringen","1","20000301","20160101",""
"603602","Agis Zorgkantoor","1","20131201","20140101",""
"603701","CAK/Bijzondere zorgkosten","1","20180401","",""
"603702","CAK Bijzondere Zorgkosten (selectie)","0","20120701","20120901",""
"603703","CAK/Ouderbijdrage Jeugdwet","1","20150101","20180701",""
"603801","Zilveren Kruis Zorgverzekeringen","1","20151001","",""
"603901","Zorgverzekeraar Zorg en Zekerheid","1","20140901","",""
"603902","Zorg en Zekerheid particulier","1","20001201","20060601",""
"603903","Zorgkantoor Zorg en Zekerheid","1","20140801","",""
"604001","Tergooiziekenhuizen","0","20030601","",""
"604101","Zorgverzekeraar Menzis","1","20171201","",""
"604201","Azivo Ziekenfonds","1","20020601","20120301",""
"604301","Delta Lloyd en OHRA","1","20020901","20100901",""
"604401","ONVZ Zorgverzekeraar","1","20020901","",""
"604501","Gemeenten en Zorgkantoren via SVB/Taken inzake persoonsgebonden budget","1","20190716","",""
"604601","Bevolkingsonderzoek Zuid-West (BMHK 1)","1","20030901","20130701",""
"604701","Medisch Centrum Haaglanden en Bronovo-Nebo","0","20160601","",""
"604801","Maasstad ziekenhuis","0","20030901","",""
"604901","Instelling voor geestelijke gezondheidszorg Arkin","0","20180101","",""
"605001","Instelling voor geestelijke gezondheidszorg Karakter","0","20181201","",""
"605101","Vektis CV","1","20051201","",""
"605201","Bevolkingsonderzoek Oost (BMHK 2)","1","20070301","20130701",""
"605202","Bevolkingsonderzoek Oost (BMHK 2) (selectie)","0","20120401","20120901",""
"605301","Integraal Kankercentrum Nederland (IKNL)","0","20140301","",""
"605401","Rivierduinen Servicebedrijf","0","20061115","",""
"605501","Vlietland Ziekenhuis","0","20061115","",""
"605601","GGZ Buitenamstel","1","20060601","20100901",""
"605701","Ziekenhuis Gelderse Vallei","0","20120901","",""
"605801","Adhesie GGZ Midden-Overijssel","0","20061201","20091201",""
"605901","Bevolkingsonderzoek Midden-West (BMHK 2)","1","20071201","20130701",""
"606001","Laurentius Ziekenhuis","0","20030601","",""
"606101","Ziekenhuis Sint Antonius","0","20190601","",""
"606201","Amphia Ziekenhuis","1","20050901","",""
"606401","Meander Medisch Centrum","1","20030601","",""
"606501","Universitair Medisch Centrum St. Radboud","0","20030901","",""
"606502","Universitair Medisch Centrum St. Radboud (2)","1","20050301","20090601",""
"606601","Groene Hart Ziekenhuis","1","20040301","",""
"606701","Stichting BovenIJ Ziekenhuis","0","20030901","",""
"606801","Ziekenhuis Zuyderland Medisch Centrum","0","20170301","",""
"606901","Deventer Ziekenhuis","0","20040601","",""
"607001","Academisch Medisch Centrum","1","20030901","",""
"607002","Academisch Medisch Centrum Amsterdam (AMC)/Ppromexil Follow up-onderzoek","0","20190201","",""
